Position,Coverage +,SPC +,T +,T + (close),pvalue +,padj +,Coverage -,SPC -,T -,T - (close),pvalue -,padj -
1714,146,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
1715,146,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
1716,146,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
1717,146,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
1718,146,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1719,146,0,0.0099,0.0099,1.00e+00,1.00e+00,87,3,0.016,0.016,1.53e-02,1.00e+00
1720,146,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
1721,146,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
1722,150,4,0.027,0.027,3.81e-02,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
1723,151,1,0.0066,0.0066,1.80e-01,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
1724,155,4,0.026,0.026,3.81e-02,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1725,158,3,0.019,0.019,5.70e-02,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1726,160,2,0.013,0.013,9.21e-02,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
1727,160,1,0.0063,0.0063,1.80e-01,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
1728,160,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1729,160,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1730,160,0,0.0099,0.0099,1.00e+00,1.00e+00,97,8,0.038,0.038,2.82e-04,1.00e+00
1731,155,0,0.0099,0.0099,1.00e+00,1.00e+00,89,4,0.02,0.02,6.41e-03,1.00e+00
1732,152,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
1733,152,0,0.0099,0.0099,1.00e+00,1.00e+00,85,2,0.01,0.01,3.97e-02,1.00e+00
1734,151,0,0.0099,0.0099,1.00e+00,1.00e+00,89,1,0.0051,0.0051,1.28e-01,1.00e+00
1735,151,1,0.0066,0.0066,1.80e-01,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
1736,151,1,0.0066,0.0066,1.80e-01,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
1737,153,2,0.013,0.013,9.21e-02,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1738,153,0,0.0099,0.0099,1.00e+00,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
1739,153,0,0.0099,0.0099,1.00e+00,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
1740,152,0,0.0099,0.0099,1.00e+00,1.00e+00,93,3,0.015,0.015,1.53e-02,1.00e+00
1741,152,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1742,151,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1743,151,0,0.0099,0.0099,1.00e+00,1.00e+00,91,1,0.0049,0.0049,1.28e-01,1.00e+00
1744,150,0,0.0099,0.0099,1.00e+00,1.00e+00,92,1,0.0049,0.0049,1.28e-01,1.00e+00
1745,150,0,0.0099,0.0099,1.00e+00,1.00e+00,91,1,0.0049,0.0049,1.28e-01,1.00e+00
1746,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1747,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1748,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1749,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1750,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1751,150,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1752,150,0,0.0099,0.0099,1.00e+00,1.00e+00,92,1,0.005,0.005,1.28e-01,1.00e+00
1753,151,1,0.0066,0.0066,1.80e-01,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1754,152,1,0.0066,0.0066,1.80e-01,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1755,152,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1756,152,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1757,152,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1758,154,2,0.013,0.013,9.21e-02,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1759,155,1,0.0065,0.0065,1.80e-01,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1760,155,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1761,155,1,0.0065,0.0065,1.80e-01,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1762,155,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1763,154,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1764,154,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1765,154,0,0.0099,0.0099,1.00e+00,1.00e+00,96,1,0.0049,0.0049,1.28e-01,1.00e+00
1766,154,0,0.0099,0.0099,1.00e+00,1.00e+00,95,1,0.005,0.005,1.28e-01,1.00e+00
1767,149,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1768,151,2,0.013,0.013,9.21e-02,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1769,151,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1770,150,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1771,150,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1772,150,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1773,153,3,0.02,0.02,5.70e-02,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1774,152,0,0.0099,0.0099,1.00e+00,1.00e+00,101,0,0.01,0.01,1.00e+00,1.00e+00
1775,152,0,0.0099,0.0099,1.00e+00,1.00e+00,101,1,0.0047,0.0047,1.28e-01,1.00e+00
1776,152,0,0.0099,0.0099,1.00e+00,1.00e+00,101,14,0.066,0.066,3.74e-06,1.49e-01
1777,148,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1778,148,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1779,148,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
1780,148,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
1781,148,0,0.0099,0.0099,1.00e+00,1.00e+00,91,4,0.02,0.02,6.41e-03,1.00e+00
1782,147,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1783,147,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1784,146,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1785,145,1,0.0069,0.0069,1.80e-01,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1786,144,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1787,144,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
1788,144,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
1789,144,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
1790,145,1,0.0069,0.0069,1.80e-01,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1791,144,0,0.0099,0.0099,1.00e+00,1.00e+00,95,1,0.005,0.005,1.28e-01,1.00e+00
1792,147,3,0.02,0.02,5.70e-02,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1793,149,2,0.013,0.013,9.21e-02,1.00e+00,94,1,0.0049,0.0049,1.28e-01,1.00e+00
1794,149,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
1795,149,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1796,148,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1797,148,0,0.0099,0.0099,1.00e+00,1.00e+00,95,1,0.0048,0.0048,1.28e-01,1.00e+00
1798,147,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1799,148,1,0.0068,0.0068,1.80e-01,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1800,149,1,0.0067,0.0067,1.80e-01,1.00e+00,95,1,0.0049,0.0049,1.28e-01,1.00e+00
1801,148,0,0.0099,0.0099,1.00e+00,1.00e+00,94,2,0.0098,0.0098,3.97e-02,1.00e+00
1802,148,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
1803,147,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1804,151,4,0.026,0.026,3.81e-02,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1805,151,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1806,151,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1807,152,1,0.0066,0.0066,1.80e-01,1.00e+00,98,0,0.01,0.01,1.00e+00,1.00e+00
1808,152,0,0.0099,0.0099,1.00e+00,1.00e+00,98,0,0.01,0.01,1.00e+00,1.00e+00
1809,154,2,0.013,0.013,9.21e-02,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1810,153,0,0.0099,0.0099,1.00e+00,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1811,154,1,0.0065,0.0065,1.80e-01,1.00e+00,102,2,0.0095,0.0095,3.97e-02,1.00e+00
1812,152,0,0.0099,0.0099,1.00e+00,1.00e+00,101,2,0.0096,0.0096,3.97e-02,1.00e+00
1813,151,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1814,149,1,0.0067,0.0067,1.80e-01,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1815,150,1,0.0067,0.0067,1.80e-01,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1816,150,0,0.0099,0.0099,1.00e+00,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1817,150,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1818,150,0,0.0099,0.0099,1.00e+00,1.00e+00,106,1,0.0047,0.0047,1.28e-01,1.00e+00
1819,157,7,0.045,0.045,1.40e-02,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1820,157,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1821,157,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1822,157,0,0.0099,0.0099,1.00e+00,1.00e+00,106,5,0.023,0.023,2.83e-03,1.00e+00
1823,155,0,0.0099,0.0099,1.00e+00,1.00e+00,101,2,0.0093,0.0093,3.97e-02,1.00e+00
1824,157,3,0.019,0.019,5.70e-02,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1825,156,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1826,156,0,0.0099,0.0099,1.00e+00,1.00e+00,100,3,0.014,0.014,1.53e-02,1.00e+00
1827,156,1,0.0064,0.0064,1.80e-01,1.00e+00,98,5,0.023,0.023,2.83e-03,1.00e+00
1828,159,4,0.025,0.025,3.81e-02,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1829,159,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1830,159,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1831,159,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
1832,159,0,0.0099,0.0099,1.00e+00,1.00e+00,95,1,0.0047,0.0047,1.28e-01,1.00e+00
1833,158,0,0.0099,0.0099,1.00e+00,1.00e+00,94,4,0.019,0.019,6.41e-03,1.00e+00
1834,156,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
1835,157,2,0.013,0.013,9.21e-02,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
1836,156,0,0.0099,0.0099,1.00e+00,1.00e+00,96,1,0.0048,0.0048,1.28e-01,1.00e+00
1837,154,0,0.0099,0.0099,1.00e+00,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
1838,154,0,0.0099,0.0099,1.00e+00,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
1839,154,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
1840,154,0,0.0099,0.0099,1.00e+00,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1841,153,0,0.0099,0.0099,1.00e+00,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1842,157,4,0.025,0.025,3.81e-02,1.00e+00,100,1,0.0047,0.0047,1.28e-01,1.00e+00
1843,157,0,0.0099,0.0099,1.00e+00,1.00e+00,99,1,0.0047,0.0047,1.28e-01,1.00e+00
1844,157,0,0.0099,0.0099,1.00e+00,1.00e+00,98,1,0.0047,0.0047,1.28e-01,1.00e+00
1845,158,1,0.0063,0.0063,1.80e-01,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1846,156,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1847,156,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1848,156,0,0.0099,0.0099,1.00e+00,1.00e+00,104,2,0.0094,0.0094,3.97e-02,1.00e+00
1849,156,0,0.0099,0.0099,1.00e+00,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1850,155,0,0.0099,0.0099,1.00e+00,1.00e+00,102,3,0.014,0.014,1.53e-02,1.00e+00
1851,155,1,0.0065,0.0065,1.80e-01,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1852,155,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1853,155,1,0.0065,0.0065,1.80e-01,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1854,153,0,0.0099,0.0099,1.00e+00,1.00e+00,99,0,0.01,0.01,1.00e+00,1.00e+00
1855,154,1,0.0065,0.0065,1.80e-01,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1856,154,0,0.0099,0.0099,1.00e+00,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1857,155,1,0.0065,0.0065,1.80e-01,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1858,155,0,0.0099,0.0099,1.00e+00,1.00e+00,108,1,0.0047,0.0047,1.28e-01,1.00e+00
1859,153,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1860,153,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1861,153,0,0.0099,0.0099,1.00e+00,1.00e+00,107,1,0.0046,0.0046,1.28e-01,1.00e+00
1862,152,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1863,156,4,0.026,0.026,3.81e-02,1.00e+00,107,2,0.009,0.009,3.97e-02,1.00e+00
1864,153,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1865,156,3,0.019,0.019,5.70e-02,1.00e+00,105,1,0.0045,0.0045,1.28e-01,1.00e+00
1866,157,1,0.0064,0.0064,1.80e-01,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1867,157,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1868,157,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1869,157,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1870,157,0,0.0099,0.0099,1.00e+00,1.00e+00,107,1,0.0045,0.0045,1.28e-01,1.00e+00
1871,157,0,0.0099,0.0099,1.00e+00,1.00e+00,110,5,0.023,0.023,2.83e-03,1.00e+00
1872,151,0,0.0099,0.0099,1.00e+00,1.00e+00,106,4,0.019,0.019,6.41e-03,1.00e+00
1873,153,2,0.013,0.013,9.21e-02,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
1874,153,2,0.013,0.013,9.21e-02,1.00e+00,104,1,0.0046,0.0046,1.28e-01,1.00e+00
1875,152,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
1876,156,4,0.026,0.026,3.81e-02,1.00e+00,106,1,0.0045,0.0045,1.28e-01,1.00e+00
1877,156,0,0.0099,0.0099,1.00e+00,1.00e+00,105,0,0.01,0.01,1.00e+00,1.00e+00
1878,156,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1879,157,1,0.0064,0.0064,1.80e-01,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1880,158,1,0.0063,0.0063,1.80e-01,1.00e+00,107,1,0.0045,0.0045,1.28e-01,1.00e+00
1881,158,0,0.0099,0.0099,1.00e+00,1.00e+00,107,4,0.018,0.018,6.41e-03,1.00e+00
1882,157,0,0.0099,0.0099,1.00e+00,1.00e+00,103,1,0.0046,0.0046,1.28e-01,1.00e+00
1883,156,0,0.0099,0.0099,1.00e+00,1.00e+00,102,1,0.0046,0.0046,1.28e-01,1.00e+00
1884,159,3,0.019,0.019,5.70e-02,1.00e+00,101,0,0.01,0.01,1.00e+00,1.00e+00
1885,159,0,0.0099,0.0099,1.00e+00,1.00e+00,101,0,0.01,0.01,1.00e+00,1.00e+00
1886,161,2,0.012,0.012,9.21e-02,1.00e+00,101,1,0.0046,0.0046,1.28e-01,1.00e+00
1887,163,2,0.012,0.012,9.21e-02,1.00e+00,100,0,0.01,0.01,1.00e+00,1.00e+00
1888,165,2,0.012,0.012,9.21e-02,1.00e+00,103,1,0.0045,0.0045,1.28e-01,1.00e+00
1889,164,0,0.0099,0.0099,1.00e+00,1.00e+00,102,0,0.01,0.01,1.00e+00,1.00e+00
1890,164,0,0.0099,0.0099,1.00e+00,1.00e+00,102,1,0.0045,0.0045,1.28e-01,1.00e+00
1891,164,0,0.0099,0.0099,1.00e+00,1.00e+00,101,0,0.01,0.01,1.00e+00,1.00e+00
1892,164,0,0.0099,0.0099,1.00e+00,1.00e+00,101,2,0.009,0.009,3.97e-02,1.00e+00
1893,163,0,0.0099,0.0099,1.00e+00,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
1894,164,1,0.0061,0.0061,1.80e-01,1.00e+00,103,0,0.01,0.01,1.00e+00,1.00e+00
1895,164,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1896,164,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1897,166,2,0.012,0.012,9.21e-02,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1898,166,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1899,166,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
1900,166,0,0.0099,0.0099,1.00e+00,1.00e+00,108,2,0.0089,0.0089,3.97e-02,1.00e+00
1901,169,5,0.03,0.03,2.66e-02,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1902,168,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1903,167,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1904,166,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
1905,165,1,0.0061,0.0061,1.80e-01,1.00e+00,108,3,0.013,0.013,1.53e-02,1.00e+00
1906,164,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1907,164,1,0.0061,0.0061,1.80e-01,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1908,163,0,0.0099,0.0099,1.00e+00,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1909,163,0,0.0099,0.0099,1.00e+00,1.00e+00,107,1,0.0044,0.0044,1.28e-01,1.00e+00
1910,162,0,0.0099,0.0099,1.00e+00,1.00e+00,106,0,0.01,0.01,1.00e+00,1.00e+00
1911,163,1,0.0061,0.0061,1.80e-01,1.00e+00,107,0,0.01,0.01,1.00e+00,1.00e+00
1912,162,0,0.0099,0.0099,1.00e+00,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
1913,162,0,0.0099,0.0099,1.00e+00,1.00e+00,112,1,0.0044,0.0044,1.28e-01,1.00e+00
1914,162,0,0.0099,0.0099,1.00e+00,1.00e+00,111,2,0.0089,0.0089,3.97e-02,1.00e+00
1915,160,0,0.0099,0.0099,1.00e+00,1.00e+00,109,1,0.0045,0.0045,1.28e-01,1.00e+00
1916,161,1,0.0062,0.0062,1.80e-01,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
1917,162,1,0.0062,0.0062,1.80e-01,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
1918,163,1,0.0061,0.0061,1.80e-01,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
1919,164,2,0.012,0.012,9.21e-02,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
1920,164,1,0.0061,0.0061,1.80e-01,1.00e+00,112,0,0.01,0.01,1.00e+00,1.00e+00
1921,163,0,0.0099,0.0099,1.00e+00,1.00e+00,112,2,0.0088,0.0088,3.97e-02,1.00e+00
1922,165,2,0.012,0.012,9.21e-02,1.00e+00,110,2,0.0088,0.0088,3.97e-02,1.00e+00
1923,164,0,0.0099,0.0099,1.00e+00,1.00e+00,108,0,0.01,0.01,1.00e+00,1.00e+00
1924,165,1,0.0061,0.0061,1.80e-01,1.00e+00,108,2,0.0089,0.0089,3.97e-02,1.00e+00
1925,166,1,0.006,0.006,1.80e-01,1.00e+00,106,1,0.0045,0.0045,1.28e-01,1.00e+00
1926,165,0,0.0099,0.0099,1.00e+00,1.00e+00,106,1,0.0045,0.0045,1.28e-01,1.00e+00
1927,171,6,0.035,0.035,1.91e-02,1.00e+00,105,2,0.0088,0.0088,3.97e-02,1.00e+00
1928,170,0,0.0099,0.0099,1.00e+00,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
1929,172,2,0.012,0.012,9.21e-02,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
1930,173,1,0.0058,0.0058,1.80e-01,1.00e+00,104,0,0.01,0.01,1.00e+00,1.00e+00
1931,173,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1932,172,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1933,172,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1934,170,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1935,174,4,0.023,0.023,3.81e-02,1.00e+00,120,6,0.026,0.026,1.29e-03,1.00e+00
1936,171,0,0.0099,0.0099,1.00e+00,1.00e+00,115,0,0.01,0.01,1.00e+00,1.00e+00
1937,171,0,0.0099,0.0099,1.00e+00,1.00e+00,115,0,0.01,0.01,1.00e+00,1.00e+00
1938,171,0,0.0099,0.0099,1.00e+00,1.00e+00,115,2,0.0088,0.0088,3.97e-02,1.00e+00
1939,171,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1940,171,0,0.0099,0.0099,1.00e+00,1.00e+00,120,0,0.01,0.01,1.00e+00,1.00e+00
1941,170,0,0.0099,0.0099,1.00e+00,1.00e+00,123,0,0.01,0.01,1.00e+00,1.00e+00
1942,171,1,0.0058,0.0058,1.80e-01,1.00e+00,126,0,0.01,0.01,1.00e+00,1.00e+00
1943,171,0,0.0099,0.0099,1.00e+00,1.00e+00,126,1,0.0044,0.0044,1.28e-01,1.00e+00
1944,170,0,0.0099,0.0099,1.00e+00,1.00e+00,125,0,0.01,0.01,1.00e+00,1.00e+00
1945,171,1,0.0058,0.0058,1.80e-01,1.00e+00,125,2,0.0088,0.0088,3.97e-02,1.00e+00
1946,171,0,0.0099,0.0099,1.00e+00,1.00e+00,125,1,0.0044,0.0044,1.28e-01,1.00e+00
1947,172,2,0.012,0.012,9.21e-02,1.00e+00,124,0,0.01,0.01,1.00e+00,1.00e+00
1948,172,1,0.0058,0.0058,1.80e-01,1.00e+00,124,0,0.01,0.01,1.00e+00,1.00e+00
1949,173,2,0.012,0.012,9.21e-02,1.00e+00,127,0,0.01,0.01,1.00e+00,1.00e+00
1950,174,1,0.0057,0.0057,1.80e-01,1.00e+00,128,1,0.0044,0.0044,1.28e-01,1.00e+00
1951,173,0,0.0099,0.0099,1.00e+00,1.00e+00,129,2,0.0087,0.0087,3.97e-02,1.00e+00
1952,170,0,0.0099,0.0099,1.00e+00,1.00e+00,127,0,0.01,0.01,1.00e+00,1.00e+00
1953,169,0,0.0099,0.0099,1.00e+00,1.00e+00,127,1,0.0044,0.0044,1.28e-01,1.00e+00
1954,165,0,0.0099,0.0099,1.00e+00,1.00e+00,126,0,0.01,0.01,1.00e+00,1.00e+00
1955,166,1,0.006,0.006,1.80e-01,1.00e+00,126,4,0.018,0.018,6.41e-03,1.00e+00
1956,163,0,0.0099,0.0099,1.00e+00,1.00e+00,122,3,0.013,0.013,1.53e-02,1.00e+00
1957,175,12,0.069,0.069,3.40e-03,1.00e+00,119,2,0.009,0.009,3.97e-02,1.00e+00
